rank,score,hidden,competition,mli,county,state,metro,legal,legal_note,homes_sold,population,pop_growth_4yr,permits_2025,permits_per_1k,median_price,months_supply,median_dom,sale_to_list,price_yoy,sales_yoy,period
845,58.0,46.1,4.5,92.6,"Jackson County, KS",KS,"Topeka, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",11,13525,0.02168001208641789,24,1.77,199900.0,1.4,15.0,,-0.04582338902,1.2,2026-05-31
846,57.9,-39.2,97.1,74.4,"Jefferson County, KY",KY,"Louisville, KY",License req'd,HB 62: marketing an equitable interest = brokerage,991,793881,0.014031237865565796,3001,3.78,285000.0,2.4,37.0,0.9871330381,0.05555555556,0.07135135135,2026-05-31
847,57.9,20.3,36.2,38.4,"Wharton County, TX",TX,"El Campo, TX",Disclosure,Must disclose equitable interest when marketing,23,42035,0.010796902803828211,116,2.76,194500.0,4.7,42.0,0.965150043,0.03457446809,-0.303030303,2026-05-31
848,57.8,32.5,25.3,69.0,"Marquette County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",35,15743,0.010462130937098845,62,3.94,273000.0,2.1,48.0,0.9848439154,-0.09,0.4,2026-05-31
849,57.8,-16.4,69.4,91.7,"Bartholomew County, IN",IN,"Columbus, IN",Disclosure,Assignment disclosure required; else 'deceptive act',113,84741,0.030724320379492794,187,2.21,289900.0,1.4,18.0,0.980549826,0.0,0.01801801802,2026-05-31
850,57.7,-37.8,95.5,74.8,"Ocean County, NJ",NJ,"New Brunswick, NJ",Mktg limits,No public property ads without ownership/license,764,666434,0.04366114690378574,2831,4.25,515000.0,3.3,28.0,0.9949962378,0.0645994832,-0.1367231638,2026-05-31
851,57.7,-14.9,72.6,46.3,"Walworth County, WI",WI,"Whitewater, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",124,106029,0.006827461779508119,691,6.52,425000.0,4.2,50.0,0.9877089262,0.07365256603,-0.2051282051,2026-05-31
852,57.6,-32.0,89.6,74.3,"McHenry County, IL",IL,"Chicago, IL",License req'd,Only 1 deal / 12 mo without a broker license (RELA),396,315959,0.01931135937646182,1393,4.41,366000.0,2.6,44.0,1.006032598,0.04571428571,-0.1121076233,2026-05-31
853,57.6,-33.5,91.1,46.0,"Pulaski County, AR",AR,"Little Rock, AR",Clear,"Generally permitted; use 'and/or assigns', market privately",453,401209,0.0048160967326678124,1705,4.25,260000.0,3.9,50.0,0.9790290206,0.1304347826,-0.08113590264,2026-05-31
854,57.5,29.8,14.9,22.1,"Moore County, TX",TX,"Dumas, TX",Disclosure,Must disclose equitable interest when marketing,14,21872,0.028351121350322066,19,0.87,188000.0,3.9,88.0,,-0.1644444444,-0.4814814815,2026-05-31
855,57.5,24.3,33.2,72.7,"Page County, VA",VA,Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",35,23686,-0.00012664105703068934,141,5.95,342500.0,3.0,33.0,0.9911979305,0.0223880597,0.2962962963,2026-05-31
856,57.4,16.0,39.9,65.8,"Morrow County, OH",OH,"Columbus, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,32,35927,0.026984535345739358,99,2.76,308500.0,3.2,44.0,0.9989073408,0.1674550615,0.06666666667,2026-05-31
857,57.4,-34.7,92.1,57.1,"East Baton Rouge Parish, LA",LA,"Baton Rouge, LA",Clear,"Generally permitted; use 'and/or assigns', market privately",481,453022,-0.0063476605339580095,2631,5.81,292500.0,3.3,47.0,0.9835209116,0.06363636364,-0.151675485,2026-05-31
858,57.3,39.2,0.1,97.8,"Windham County, CT",CT,"Worcester, MA",Register,PA 25-168: register with DCP (effective Jul 2026),107,,,,,375000.0,1.9,14.0,1.024565018,0.06990014265,-0.1893939394,2026-05-31
859,57.3,-15.6,59.3,73.5,"Crawford County, AR",AR,"Fort Smith, AR",Clear,"Generally permitted; use 'and/or assigns', market privately",62,62258,0.03487367021276596,46,0.74,225000.0,2.5,39.0,0.9917714952,0.0,0.3777777778,2026-05-31
860,57.2,39.0,15.2,63.3,"Carroll County, IN",IN,"Lafayette, IN",Disclosure,Assignment disclosure required; else 'deceptive act',15,20747,0.02046136441886774,52,2.51,250000.0,3.7,35.0,0.9885761881,-0.01960784314,-0.2105263158,2026-05-31
861,57.2,-5.4,62.6,33.1,"Belknap County, NH",NH,"Laconia, NH",Clear,"Generally permitted; use 'and/or assigns', market privately",75,65257,0.023253990654498697,423,6.48,536000.0,6.0,45.0,0.9902300423,0.152688172,-0.2424242424,2026-05-31
862,57.1,27.3,12.5,42.2,"Pawnee County, OK",OK,"Tulsa, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,17,16111,0.035411311053984575,2,0.12,188500.0,3.1,72.0,0.9899461508,0.01617250674,0.0625,2026-05-31
863,57.1,36.7,11.1,54.6,"Otoe County, NE",NE,Nebraska nonmetropolitan area,License req'd,LB 860 (2024): publicly marketing needs a license,15,16591,0.04326227755769352,24,1.45,330000.0,1.4,59.0,0.9485850248,-0.1634980989,0.5,2026-05-31
864,57.0,13.4,43.6,57.4,"Harrison County, IN",IN,"Louisville, KY",Disclosure,Assignment disclosure required; else 'deceptive act',35,39978,0.007687848158697351,159,3.98,265000.0,2.3,57.0,0.9762628701,0.04125736739,0.09375,2026-05-31
865,57.0,12.7,44.3,3.9,"Campbell County, TN",TN,"Knoxville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",36,40238,0.023711392662697808,156,3.88,364950.0,6.1,113.0,0.9400683132,0.112652439,0.2413793103,2026-05-31
866,56.9,15.6,41.3,76.0,"Morrison County, MN",MN,Minnesota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",36,34520,0.015204540775813898,156,4.52,352250.0,2.6,30.0,0.9833336405,0.2188581315,0.09090909091,2026-05-31
867,56.9,53.8,3.1,80.4,"Yellow Medicine County, MN",MN,Minnesota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",13,9373,-0.012328767123287671,40,4.27,152000.0,2.1,32.0,0.9861651985,-0.09253731343,1.166666667,2026-05-31
868,56.8,27.4,29.4,60.7,"Yankton County, SD",SD,"Yankton, SD",Clear,"Generally permitted; use 'and/or assigns', market privately",29,23509,0.009576569612642789,90,3.83,270000.0,1.8,50.0,0.9589397709,-0.03554206108,0.2083333333,2026-05-31
869,56.8,-1.6,53.3,78.1,"Newaygo County, MI",MI,Michigan nonmetropolitan area,Mktg limits,"Market the contract interest, not the property",47,51504,0.02812655953687993,111,2.16,280000.0,2.3,29.0,0.9786603239,0.07671601615,-0.265625,2026-05-31
870,56.7,-1.2,54.3,81.6,"Jackson County, IN",IN,"Seymour, IN",Disclosure,Assignment disclosure required; else 'deceptive act',54,47420,0.020245702360205686,114,2.4,245000.0,1.8,29.0,0.9760591604,0.05195362817,0.9285714286,2026-05-31
871,56.7,-22.8,79.5,77.8,"Winnebago County, WI",WI,"Oshkosh, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",164,173307,0.00879531537404829,682,3.94,272490.0,2.4,46.0,1.013672853,-0.04052816901,-0.01796407186,2026-05-31
872,56.6,23.0,33.6,38.7,"Clark County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",24,34801,0.004966935227699327,123,3.53,220500.0,3.5,67.0,0.9818686426,0.1605263158,-0.2258064516,2026-05-31
873,56.6,3.2,39.8,13.3,"Palo Pinto County, TX",TX,"Mineral Wells, TX",Disclosure,Must disclose equitable interest when marketing,38,30231,0.06260105448154657,22,0.73,413750.0,7.8,61.0,0.9789627603,0.1992753623,0.2258064516,2026-05-31
874,56.5,13.6,37.7,63.8,"Dodge County, NE",NE,"Fremont, NE",License req'd,LB 860 (2024): publicly marketing needs a license,27,37884,0.020554403168018102,81,2.14,230000.0,3.1,35.0,0.9732248879,-0.05930470348,-0.3863636364,2026-05-31
875,56.5,14.8,41.7,42.4,"Lincoln County, ME",ME,Maine nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",35,36491,0.03502949852507375,180,4.93,515000.0,5.3,44.0,0.9960395286,0.1195652174,-0.07894736842,2026-05-31
876,56.4,1.1,55.3,43.6,"Granville County, NC",NC,"Durham, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,45,61544,0.023158384731758408,257,4.18,386000.0,4.2,51.0,0.9819828197,0.03638072224,-0.224137931,2026-05-31
877,56.4,36.1,20.2,82.4,"Buchanan County, IA",IA,Iowa nonmetropolitan area,Mktg limits,No public property ads without ownership/license,20,20733,0.006163253421333592,62,2.99,192500.0,1.7,29.0,0.9762366124,-0.0375,-0.2307692308,2026-05-31
878,56.3,-8.0,64.3,75.3,"Oldham County, KY",KY,"Louisville, KY",License req'd,HB 62: marketing an equitable interest = brokerage,82,70525,0.04178976601276294,276,3.91,492500.0,2.7,34.0,0.9914099069,0.05686695279,-0.07865168539,2026-05-31
879,56.3,-31.0,87.3,99.1,"Northampton County, PA",PA,"Allentown, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",259,322989,0.03254051980435408,1050,3.25,386500.0,1.2,8.0,1.015565627,0.1537313433,0.04858299595,2026-05-31
880,56.2,38.0,9.3,68.6,"Cooper County, MO",MO,"Columbia, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",13,17122,0.028533669730281732,26,1.52,243900.0,3.3,28.0,,-0.1130909091,0.4444444444,2026-05-31
881,56.2,39.3,16.9,4.6,"Calhoun County, TX",TX,"Port Lavaca, TX",Disclosure,Must disclose equitable interest when marketing,17,19942,-0.006080542264752791,108,5.42,277000.0,10.1,65.0,0.9666225864,0.2764976959,-0.05555555556,2026-05-31
882,56.1,-43.4,99.5,53.8,"Dallas County, TX",TX,"Dallas, TX",Disclosure,Must disclose equitable interest when marketing,1818,2656028,0.01734641620903797,12691,4.78,390000.0,4.1,38.0,0.9794025059,0.06849315068,-0.08228167592,2026-05-31
883,56.1,19.2,36.9,9.0,"Giles County, TN",TN,Tennessee nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",32,30971,0.020663063538096493,98,3.16,303453.0,4.6,114.0,0.9614104419,0.213812,0.03225806452,2026-05-31
884,56.0,5.7,48.3,71.3,"Pettis County, MO",MO,"Sedalia, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",41,43791,0.01830062319784206,117,2.67,254900.0,2.2,30.0,0.9596653572,0.06252605252,-0.2264150943,2026-05-31
885,56.0,-9.4,64.5,58.3,"Orange County, TX",TX,"Beaumont, TX",Disclosure,Must disclose equitable interest when marketing,68,86115,0.015986314299197734,245,2.85,251560.0,4.2,42.0,1.001594083,0.4192383639,-0.32,2026-05-31
886,55.9,53.4,2.5,82.2,"Mitchell County, IA",IA,Iowa nonmetropolitan area,Mktg limits,No public property ads without ownership/license,11,10632,0.0043453617986019275,37,3.48,217500.0,1.7,28.0,0.9724637063,0.45,1.2,2026-05-31
887,55.9,10.3,45.6,21.8,"Thomas County, GA",GA,"Thomasville, GA",Mktg limits,No public property ads without ownership/license,34,46054,0.005853317608002446,203,4.41,290000.0,5.6,45.0,0.9395758607,-0.03333333333,-0.3818181818,2026-05-31
888,55.8,-14.2,70.0,63.4,"Douglas County, KS",KS,"Lawrence, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",81,121989,0.026955811662892404,377,3.09,342000.0,4.1,35.0,0.9995012541,-0.08187919463,0.0125,2026-05-31
889,55.8,-0.4,43.8,11.2,"Stephens County, OK",OK,"Duncan, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,32,44075,0.02923662517805852,41,0.93,212500.0,6.8,85.0,0.9850038074,0.6037735849,-0.0303030303,2026-05-31
890,55.7,9.1,42.2,78.3,"Le Sueur County, MN",MN,"Minneapolis, MN",Clear,"Generally permitted; use 'and/or assigns', market privately",44,29458,0.028274225076794193,67,2.27,297450.0,3.1,22.0,0.9887792967,-0.1091644205,0.4193548387,2026-05-31
891,55.7,9.8,45.9,44.8,"Brown County, OH",OH,"Cincinnati, OH",Disclosure,SB 155: bold written disclosure or seller can cancel,36,44292,0.013918139364527057,141,3.18,263000.0,4.4,51.0,0.990509672,-0.02230483271,-0.2173913043,2026-05-31
892,55.6,12.8,42.3,64.3,"Morton County, ND",ND,"Bismarck, ND",Clear,"Generally permitted; use 'and/or assigns', market privately",38,34194,0.026168897425124543,100,2.92,327500.0,2.1,46.0,0.9692213027,0.08985387639,0.52,2026-05-31
893,55.6,19.5,36.1,49.2,"Ellis County, KS",KS,"Hays, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",33,29007,0.0019343027874684812,110,3.79,225000.0,2.7,62.0,,-0.01098901099,0.2692307692,2026-05-31
894,55.5,15.5,26.5,59.4,"McDonald County, MO",MO,Missouri nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",24,24054,0.03333619726780651,18,0.75,229500.0,2.8,47.0,0.9774681267,-0.1711809317,1.0,2026-05-31
895,55.5,-11.5,61.8,46.2,"St. Francois County, MO",MO,"Farmington, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",68,67503,0.01590765433585167,144,2.13,207500.0,2.9,60.0,0.9715206022,-0.0589569161,-0.15,2026-05-31
896,55.4,50.8,4.4,60.6,"Buffalo County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",11,13464,0.01058320198153569,40,2.97,230000.0,2.4,33.0,0.9422162047,0.1219512195,-0.2142857143,2026-05-31
897,55.4,-38.3,87.2,84.2,"Ingham County, MI",MI,"Lansing, MI",Mktg limits,"Market the contract interest, not the property",283,290427,0.01901707677355293,558,1.92,215000.0,2.3,31.0,1.002124355,0.075,-0.1983002833,2026-05-31
898,55.3,-36.6,91.9,83.9,"Burlington County, NJ",NJ,"Camden, NJ",Mktg limits,No public property ads without ownership/license,434,475515,0.02993541176623478,1624,3.42,390000.0,2.7,30.0,1.010571798,0.0,-0.125,2026-05-31
899,55.3,39.2,1.4,4.9,"Lyon County, KY",KY,Kentucky nonmetropolitan area,License req'd,HB 62: marketing an equitable interest = brokerage,10,9078,0.046093569946992395,5,0.55,303500.0,4.5,132.0,0.9504159766,0.01505016722,1.0,2026-05-31
900,55.2,-2.9,58.1,65.8,"Calumet County, WI",WI,"Appleton, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",64,53602,0.021418499180609018,242,4.51,409250.0,2.8,52.0,1.003626307,0.07569982915,-0.05882352941,2026-05-31
901,55.2,-18.1,73.3,85.4,"Laramie County, WY",WY,"Cheyenne, WY",Clear,"Generally permitted; use 'and/or assigns', market privately",141,101783,0.010423595048295991,556,5.46,400000.0,1.8,23.0,,0.05401844532,-0.1656804734,2026-05-31
902,55.1,-14.4,63.1,20.0,"Pulaski County, KY",KY,"Somerset, KY",License req'd,HB 62: marketing an equitable interest = brokerage,76,66842,0.026569603145349553,129,1.93,269000.0,5.0,67.0,0.9584576413,0.03501346672,0.1014492754,2026-05-31
903,55.1,20.9,29.9,5.2,"Lake County, MT",MT,Montana nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",21,33403,0.06899862386789132,76,2.28,575000.0,10.4,62.0,,-0.2353723404,-0.04545454545,2026-05-31
904,55.0,33.6,10.2,47.8,"Kingfisher County, OK",OK,Oklahoma nonmetropolitan area,License req'd,SB 1075 (Nov 2025) closed the double-close loophole,15,15820,0.04236673914475852,18,1.14,322000.0,4.0,41.0,0.96811276,0.61,0.07142857143,2026-05-31
905,55.0,26.2,21.9,16.3,"Montgomery County, KY",KY,"Mount Sterling, KY",License req'd,HB 62: marketing an equitable interest = brokerage,16,28771,0.02369685109411137,53,1.84,245000.0,5.1,74.0,0.9532046701,-0.02777777778,-0.5675675676,2026-05-31
906,54.9,-9.0,50.8,43.7,"Erath County, TX",TX,"Stephenville, TX",Disclosure,Must disclose equitable interest when marketing,47,44496,0.04159741566984246,36,0.81,295000.0,3.7,52.0,0.9705426505,-0.1547277937,-0.04081632653,2026-05-31
907,54.9,-21.6,76.5,98.4,"Lebanon County, PA",PA,"Lebanon, PA",Clear,"Generally permitted; use 'and/or assigns', market privately",137,145319,0.014145939759372471,542,3.73,310000.0,1.8,8.0,1.019799083,0.1153085087,-0.1646341463,2026-05-31
908,54.8,2.6,52.2,29.0,"Talbot County, MD",MD,"Easton, MD",Disclosure,HB 124/SB 160: assignment disclosure or rescission,60,38244,0.01924204466712862,198,5.18,442500.0,4.5,66.0,0.9760314065,-0.09693877551,0.03448275862,2026-05-31
909,54.8,29.5,7.3,5.5,"Stone County, AR",AR,Arkansas nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",15,12785,0.035474204260144165,0,0.0,200000.0,6.5,107.0,0.9657345534,0.0,0.6666666667,2026-05-31
910,54.7,-4.7,59.4,51.9,"Portage County, WI",WI,"Stevens Point, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",54,72040,0.023121058910413,244,3.39,347450.0,3.5,56.0,0.9940791897,0.110951239,-0.1,2026-05-31
911,54.7,18.5,36.2,1.8,"Coos County, NH",NH,"Berlin, NH",Clear,"Generally permitted; use 'and/or assigns', market privately",31,31094,-0.004291020878698604,150,4.82,262533.0,8.4,123.0,0.9649631088,-0.132122314,-0.08823529412,2026-05-31
912,54.6,50.9,3.7,34.1,"Presque Isle County, MI",MI,Michigan nonmetropolitan area,Mktg limits,"Market the contract interest, not the property",10,13230,0.017770597738287562,50,3.78,339500.0,5.8,34.0,0.965914753,0.5431818182,0.0,2026-05-31
913,54.6,-40.8,89.0,84.1,"Cleveland County, OK",OK,"Oklahoma City, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,372,303952,0.02597753294448045,590,1.94,270000.0,2.4,21.0,0.9854240161,0.01886792453,-0.03875968992,2026-05-31
914,54.5,-14.1,59.2,47.4,"Colbert County, AL",AL,"Florence, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",65,58785,0.025826716691388186,84,1.43,235000.0,4.0,45.0,0.9753421076,0.04677060134,-0.1095890411,2026-05-31
915,54.5,-18.8,71.6,85.2,"James City County, VA",VA,"Virginia Beach, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",142,82797,0.0549135525628448,225,2.72,515000.0,2.2,30.0,1.001223155,0.04568527919,-0.06578947368,2026-05-31
916,54.5,38.2,16.3,71.1,"Jefferson County, KS",KS,"Topeka, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",18,18332,0.0003819918144611187,80,4.36,263900.0,1.9,35.0,0.9599242112,0.2907801418,0.8,2026-05-31
917,54.4,28.9,16.1,33.9,"Young County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,18,18236,0.02196816857206904,26,1.43,210500.0,3.6,68.0,0.97138237,0.2953846154,0.2857142857,2026-05-31
918,54.4,24.8,16.0,4.1,"Geneva County, AL",AL,"Dothan, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",12,27259,0.02082163052840505,20,0.73,156250.0,5.9,114.0,0.9384977435,-0.1554054054,-0.52,2026-05-31
919,54.3,26.2,26.7,37.8,"Lee County, GA",GA,"Albany, GA",Mktg limits,No public property ads without ownership/license,17,34073,0.02573905713769643,94,2.76,325900.0,5.8,38.0,0.9858401862,-0.09472222222,2.4,2026-05-31
920,54.3,-35.8,90.1,43.8,"Williamson County, TN",TN,"Nashville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",496,269136,0.07820011537721941,1621,6.02,992500.0,3.8,56.0,0.9814353554,0.06318876287,0.006085192698,2026-05-31
921,54.2,-2.8,51.9,12.5,"Somerset County, ME",ME,Maine nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",44,51338,0.01713787569591663,110,2.14,227500.0,5.7,72.0,0.9376990845,0.002202643172,-0.2,2026-05-31
922,54.2,35.7,0.5,99.7,"Hartford County, CT",CT,"Hartford, CT",Register,PA 25-168: register with DCP (effective Jul 2026),670,,,,,400500.0,1.7,17.0,1.061604994,0.08243243243,-0.1421254802,2026-05-31
923,54.1,-47.2,99.3,14.0,"Palm Beach County, FL",FL,"West Palm Beach, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",2330,1582055,0.05874349852369977,4228,2.67,540000.0,5.3,81.0,0.9534607062,0.01886792453,0.05764866092,2026-05-31
924,54.1,-31.7,85.8,74.2,"Brown County, WI",WI,"Green Bay, WI",Clear,"Generally permitted; use 'and/or assigns', market privately",262,273909,0.01837778752704803,1210,4.42,390000.0,2.7,46.0,1.012339487,0.1142857143,-0.007575757576,2026-05-31
925,54.0,24.3,29.7,73.3,"Woodford County, KY",KY,"Lexington, KY",License req'd,HB 62: marketing an equitable interest = brokerage,25,27728,0.03051250603932062,95,3.43,405000.0,3.2,28.0,0.9888576536,-0.03571428571,-0.03846153846,2026-05-31
926,54.0,21.5,32.5,46.9,"Yadkin County, NC",NC,"Winston-Salem, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,21,37995,0.01991785896437871,116,3.05,309000.0,4.3,34.0,0.9606997518,-0.00143805846,-0.125,2026-05-31
927,53.9,-14.5,55.4,9.0,"Harrison County, TX",TX,"Longview, TX",Disclosure,Must disclose equitable interest when marketing,39,71370,0.03726419207627242,59,0.83,275000.0,6.8,91.0,,0.1458333333,-0.0487804878,2026-05-31
928,53.9,15.5,38.4,91.9,"Adams County, NE",NE,"Hastings, NE",License req'd,LB 860 (2024): publicly marketing needs a license,34,31196,0.0006415191172696946,119,3.81,233578.0,2.0,23.0,1.006940107,0.04275892857,0.2142857143,2026-05-31
929,53.8,33.8,6.4,31.0,"Dallas County, MO",MO,"Springfield, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",10,17877,0.043485874387111836,13,0.73,309900.0,5.2,56.0,0.9824405423,0.5502751376,-0.4117647059,2026-05-31
930,53.8,-25.1,78.9,87.5,"Wyandotte County, KS",KS,"Kansas City, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",153,169418,0.0029481411318967557,650,3.84,250500.0,2.0,16.0,,0.09031556039,-0.1774193548,2026-05-31
931,53.7,7.4,46.3,66.9,"Jefferson County, WA",WA,Washington nonmetropolitan area,Mktg limits,No public property ads without ownership/license,48,33944,0.02670820604337437,218,6.42,585000.0,3.9,23.0,0.9795107363,-0.1459854015,0.1707317073,2026-05-31
932,53.7,17.4,20.6,20.8,"Overton County, TN",TN,"Cookeville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",18,23551,0.04267941736397043,9,0.38,282400.0,5.2,61.0,0.9565531082,-0.2100699301,-0.5609756098,2026-05-31
933,53.6,34.0,1.6,38.5,"Livingston County, KY",KY,"Paducah, KY",License req'd,HB 62: marketing an equitable interest = brokerage,11,8815,-0.006424706943192065,,,194900.0,2.7,72.0,0.9690201419,-0.01065989848,1.2,2026-05-31
934,53.6,35.3,0.3,91.6,"New London County, CT",CT,"Norwich, CT",Register,PA 25-168: register with DCP (effective Jul 2026),237,,,,,406000.0,2.4,29.0,1.028973041,0.06842105263,-0.008368200837,2026-05-31
935,53.5,18.0,17.5,6.8,"Randolph County, AL",AL,Alabama nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",15,23067,0.04408636219617073,0,0.0,269000.0,8.6,64.0,0.9589247467,-0.03928571429,-0.2105263158,2026-05-31
936,53.5,-34.4,87.6,91.0,"Gloucester County, NJ",NJ,"Camden, NJ",Mktg limits,No public property ads without ownership/license,284,311783,0.03043212426671073,921,2.95,377500.0,2.2,26.0,1.01577679,0.03424657534,-0.1744186047,2026-05-31
937,53.4,18.9,19.8,18.8,"Carroll County, TN",TN,Tennessee nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",14,29107,0.02388490220908963,16,0.55,172000.0,6.6,45.0,0.9510672304,-0.2680851064,-0.44,2026-05-31
938,53.4,-25.9,70.5,50.0,"Elmore County, AL",AL,"Montgomery, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",114,91042,0.03608699115749223,140,1.54,319950.0,3.4,57.0,0.988693738,0.0158755358,-0.109375,2026-05-31
939,53.3,22.1,23.6,13.7,"Scotland County, NC",NC,"Laurinburg, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,15,33898,0.014302812687013763,59,1.74,190000.0,7.0,61.0,0.9599525393,0.009296148738,-0.4230769231,2026-05-31
940,53.3,23.1,30.2,35.1,"Leelanau County, MI",MI,"Traverse City, MI",Mktg limits,"Market the contract interest, not the property",31,22871,0.02523758292989062,159,6.95,615000.0,6.5,32.0,0.9846106145,0.03797468354,-0.03125,2026-05-31
941,53.2,-42.1,95.3,99.5,"Kent County, MI",MI,"Grand Rapids, MI",Mktg limits,"Market the contract interest, not the property",718,673002,0.021985531279042222,2398,3.56,365000.0,1.2,6.0,1.018523045,0.01388888889,-0.07948717949,2026-05-31
942,53.2,36.4,12.6,60.5,"Missaukee County, MI",MI,"Cadillac, MI",Mktg limits,"Market the contract interest, not the property",18,15239,0.011415676644322028,35,2.3,209250.0,3.6,32.0,0.972825504,-0.4021428571,0.05882352941,2026-05-31
943,53.1,6.6,36.5,25.0,"Grayson County, KY",KY,Kentucky nonmetropolitan area,License req'd,HB 62: marketing an equitable interest = brokerage,36,27070,0.02320834593286967,36,1.33,222450.0,4.1,72.0,0.9634368049,-0.01133333333,0.8947368421,2026-05-31
944,53.1,13.8,24.1,2.2,"Garvin County, OK",OK,Oklahoma nonmetropolitan area,License req'd,SB 1075 (Nov 2025) closed the double-close loophole,20,26149,0.019255505749366596,12,0.46,137500.0,4.7,154.0,0.9153382495,-0.3969298246,-0.2,2026-05-31
945,53.0,16.4,36.6,89.2,"Amherst County, VA",VA,"Lynchburg, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",31,31650,0.010762303196755342,112,3.54,290000.0,2.1,11.0,0.9777323289,0.1815033612,-0.03125,2026-05-31
946,53.0,46.4,6.6,3.0,"Swain County, NC",NC,"Cullowhee, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,13,13945,-0.011203290080124797,94,6.74,360000.0,9.8,67.0,0.9327055025,-0.06493506494,0.0,2026-05-31
947,52.9,-6.0,58.9,99.7,"Wayne County, NY",NY,"Rochester, NY",Mktg limits,"Market the assignable interest, not the property",41,90757,-0.004999287382281035,414,4.56,254900.0,2.4,9.0,1.112928593,0.120685865,-0.2407407407,2026-05-31
948,52.9,-7.0,47.6,41.9,"Branch County, MI",MI,"Coldwater, MI",Mktg limits,"Market the contract interest, not the property",38,46187,0.029167966486920095,44,0.95,238000.0,3.2,55.0,0.9591931062,0.2625994695,0.0,2026-05-31
949,52.8,-29.8,79.9,88.8,"Muskegon County, MI",MI,"Muskegon, MI",Mktg limits,"Market the contract interest, not the property",174,177428,0.015069167133883314,451,2.54,252500.0,2.1,17.0,0.9875767982,0.02226720648,-0.2532188841,2026-05-31
950,52.8,27.4,25.4,12.1,"Gunnison County, CO",CO,Colorado nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",32,17310,0.02147999527912192,138,7.97,661500.0,7.4,57.0,0.9525296017,-0.2030120482,0.4545454545,2026-05-31
951,52.7,29.3,5.4,19.9,"Martinsville, VA",VA,"Martinsville, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",12,13834,0.026565746512318196,0,0.0,157450.0,6.2,47.0,0.9506202054,-0.07923976608,-0.3333333333,2026-05-31
952,52.7,-15.7,66.3,83.7,"Lynchburg, VA",VA,"Lynchburg, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",89,80301,0.01655842922790627,213,2.65,270000.0,2.7,19.0,0.988354082,-0.06864436012,-0.2644628099,2026-05-31
953,52.6,37.3,15.3,92.8,"Osage County, KS",KS,"Topeka, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",20,15737,-0.0001905972045743329,50,3.18,196500.0,1.0,13.0,0.9637179487,0.0,0.4285714286,2026-05-31
